Name,User Populariy,User Rating,Global Popularity,Global Rating,misc
Haikyuu!! Movie 2: Shousha to Haisha,1,7.0,89177,8.05,1293
Haikyuu!! Movie 3: Sainou to Sense,1,6.0,83506,8.15,1294
Haikyuu!! Movie 4: Concept no Tatakai,1,7.0,80474,8.20,1295
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,1,5.0,37215,7.52,1296
"Haikyuu!! vs. ""Akaten""",1,5.0,90599,7.77,1297
Handa-kun,2,5.5,287768,7.35,1298
Hitchcock,1,7.0,1295,7.27,1299
Hunter x Hunter: Greed Island,1,5.0,152269,8.18,1300
Hunter x Hunter: Greed Island Final,1,5.0,141281,8.25,1301
Hunter x Hunter: Original Video Animation,1,5.0,123957,8.31,1302
Imawa no Kuni no Alice,1,7.0,58184,7.28,1303
Iron Man,1,6.0,28925,6.04,1304
Jitsu wa Watashi wa,3,4.667,265994,6.84,1305
Juubee Ninpuuchou,3,8.667,136304,7.61,1306
Kanata no Astra,1,6.0,293217,8.08,1307
"Kimetsu no Yaiba: Jougen Shuuketsu, Soshite Katanakaji no Sato e",1,6.0,90859,7.66,1308
Kiznaiver,2,7.0,724390,7.38,1309
Koi to Uso,1,6.0,407382,6.49,1310
Koi wa Sekai Seifuku no Ato de,2,6.0,217410,7.43,1311
Koukou Tekken-den Tough,1,6.0,4441,6.89,1312
Kyoukai no Kanata,1,5.0,1141152,7.73,1313
Mousou Dairinin,5,6.6,405246,7.67,1314
Ninja Batman,2,7.0,56296,6.08,1315
Oemojisangjuui,2,6.0,76773,7.49,1316
Oki ni Mesu mama,1,6.0,2491,7.46,1317
One Punch Man 2nd Season Commemorative Special,1,6.0,62627,6.99,1318
Oneechan ga Kita,2,3.0,117282,6.33,1319
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",1,6.0,273542,6.68,1320
Photokano,1,6.0,123604,6.19,1321
Princess Lover!,1,2.0,223688,6.69,1322
Quanzhi Fashi,1,6.0,134355,7.19,1323
Quanzhi Fashi II,1,7.0,72056,6.76,1324
Quanzhi Fashi III,1,7.0,53932,7.36,1325
Quanzhi Fashi IV,1,7.0,37472,7.31,1326
Quanzhi Fashi V,1,8.0,23986,7.28,1327
Ramayana: The Legend of Prince Rama,1,8.0,9968,8.34,1328
Samurai 7,1,7.0,129341,7.44,1329
Sekirei,2,2.0,401543,7.04,1330
Shironeko Project: Zero Chronicle,1,5.0,93101,5.38,1331
Shokugeki no Souma OVA,1,5.0,120603,7.33,1332
Shuangsheng Lingtan,1,6.0,13946,7.11,1333
Subarashiki Kono Sekai The Animation,1,5.0,69836,6.14,1334
Sword Art Online Alternative: Gun Gale Online - Refrain,1,4.0,39648,6.56,1335
Sword Art Online II: Debriefing,2,5.5,125686,6.66,1336
Sword Art Online: Extra Edition,2,4.0,311166,6.55,1337
Taboo Tattoo,1,2.0,282323,5.74,1338
Tamako Love Story,1,6.0,376382,7.92,1339
Tamako Market,1,5.0,414685,7.40,1340
Tekken,1,7.0,16163,5.28,1341
Tekken: Blood Vengeance,1,6.0,22679,6.61,1342
Tekken: Bloodline,2,5.5,27575,6.46,1343
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",1,7.0,187660,6.31,1344
Terra Formars,1,7.0,227083,7.00,1345
Terra Formars: Bugs 2-hen,1,6.0,36177,7.15,1346
Terra Formars: Earth-hen,1,4.0,10786,6.10,1347
Terra Formars: Revenge,1,6.0,90886,6.65,1348
Tian Mei De Yao Hen,1,3.0,8498,6.57,1349
To Be Hero,1,7.0,62348,6.96,1350
"Tokyo Ghoul: ""Jack""",1,7.0,247580,7.30,1351
Zhen Hun Jie,1,6.0,46119,7.49,1352
Zuihou de Zhaohuan Shi,1,4.0,56886,6.57,1353
Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,1,7.0,226254,7.22,1354
Long Zu,1,5.0,19235,7.13,1355
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,1,1.0,15226,7.04,1356
Ansatsu Kyoushitsu: 365-nichi no Jikan,1,2.0,116452,7.34,1357
Ansatsu Kyoushitsu: Deai no Jikan,1,2.0,133279,7.43,1358
Aoi Bungaku Series,3,7.667,216967,7.68,1359
Bang Babang Bang!!!,1,1.0,9482,5.34,1360
Bonyuu-chan wa Dashitai.,1,1.0,3786,7.12,1361
Condom Battler Gorou,3,4.333,2285,6.60,1362
Corpse Party: Missing Footage,1,1.0,139570,5.97,1363
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,1,2.0,8440,6.98,1364
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,1,2.0,7051,7.35,1365
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,1,2.0,4906,7.20,1366
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,1,2.0,6403,7.42,1367
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,1,2.0,4584,7.10,1368
Dekakute Ecchi na Ore no Ane,1,1.0,12988,6.93,1369
Doraemon Movie 13: Nobita to Kumo no Oukoku,1,2.0,7414,7.14,1370
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,1,2.0,9731,7.33,1371
Doraemon Movie 30: Nobita no Ningyo Daikaisen,1,2.0,6691,7.17,1372
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,1,2.0,14316,8.16,1373
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,1,2.0,8405,7.37,1374
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,1,2.0,5487,7.43,1375
Dragon Ball Movie 1: Shen Long no Densetsu,2,3.0,66580,6.76,1376
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,2,2.5,120528,6.63,1377
Enbo,1,1.0,21058,7.11,1378
Fairy Tail Movie 1: Houou no Miko,2,4.0,212386,7.37,1379
Fruits Basket 1st Season,1,2.0,794009,8.22,1380
Fruits Basket 2nd Season,1,1.0,484494,8.55,1381
Fruits Basket: The Final,1,1.0,447340,8.99,1382
Genkaku Cool na Sensei ga Aheboteochi!,1,1.0,15234,7.25,1383
Green Eyes: Ane Kyun! yori The Animation,1,1.0,11418,6.86,1384
High School DxD OVA,1,2.0,279121,7.27,1385
Himitsu no Kichi,1,1.0,4158,6.36,1386
Imouto Bitch ni Shiboraretai,1,1.0,23490,7.14,1387
Kirameki Inokori Daisensou,1,1.0,711,6.91,1388
Kyonyuu Elf Oyako Saimin,1,1.0,7182,7.06,1389
Kyousou Giga (TV),1,5.0,186875,7.71,1390
Meikoku Gakuen: Jutai-hen,1,1.0,11487,7.06,1391
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,1,1.0,290579,7.12,1392
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1,1.0,231360,6.88,1393
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panic Dattebayo!,1,1.0,205694,6.92,1394
Naruto: Shippuuden Movie 4 - The Lost Tower,2,3.0,249253,7.42,1395
Naruto: Shippuuden Movie 5 - Blood Prison,2,4.0,242244,7.46,1396
Neko no Ongaeshi,1,5.0,264213,7.72,1397
Oppai Gakuen Marching Band-bu!,1,1.0,8213,6.89,1398
Pa-Pa-Pa the ★ Movie: Perman,1,2.0,800,6.44,1399
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,1,2.0,611,6.40,1400
Pokemon Movie 04: Celebi Toki wo Koeta Deai,1,3.0,152134,6.90,1401
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,1,3.0,113384,6.96,1402
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,1,3.0,115327,7.32,1403
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,1,3.0,112994,7.29,1404
Pokemon: Pikachu no Natsuyasumi,2,2.5,34919,6.81,1405
Psycho-Pass 2,3,5.0,640611,7.40,1406
Psycho-Pass 3,2,1.5,262788,7.45,1407
Pussycat,1,1.0,5336,4.20,1408
Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,1,1.0,15351,7.22,1409
Showtime! Uta no Oneesan datte Shitai,1,1.0,12955,6.78,1410
Spicy Swingy Style,1,1.0,1344,5.21,1411
Stand By Me Doraemon 2,1,2.0,22026,8.18,1412
Suntory Can Beer CMs,2,3.5,274,6.07,1413
Tic Tac Dreamin',1,1.0,1530,5.21,1414
Victorian Maid Maria no Houshi,1,1.0,12777,7.35,1415
Crayon Shin-chan,1,2.0,81293,7.78,1416
Dragon Ball GT,3,3.333,615386,6.48,1417
InuYasha,1,3.0,776307,7.86,1418
Ninja Hattori-kun,1,2.0,10962,6.93,1419
Ninja Hattori-kun (2012),1,3.0,2825,6.61,1420
Perman,1,2.0,3914,6.58,1421
Perman (1983),1,2.0,3859,6.60,1422
Pokemon Sun & Moon,2,3.0,109294,6.89,1423
Ao Haru Ride,3,7.0,902027,7.64,1424
Boogiepop wa Warawanai,1,7.0,131343,7.16,1425
Ergo Proxy,4,7.5,630424,7.90,1426
Green Green,1,5.0,116230,6.15,1427
Hanbun no Tsuki ga Noboru Sora,2,6.5,99458,7.47,1428
Love Hina,1,6.0,261849,7.10,1429
Love Hina Again,1,5.0,84621,7.21,1430
Love Hina Christmas Special: Silent Eve,1,5.0,57733,7.31,1431
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1,4.0,52502,7.18,1432
Mirai Nikki: Redial,2,3.5,349141,7.30,1433
Mnemosyne: Mnemosyne no Musume-tachi,3,6.333,181517,7.26,1434
Naruto: Shippuuden Movie 1,1,7.0,290799,7.29,1435
Naruto: Shippuuden Movie 2 - Kizuna,1,5.0,260815,7.28,1436
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,1,6.0,202379,7.33,1437
Petshop of Horrors,2,7.0,66518,7.24,1438
Pokemon Movie 20: Kimi ni Kimeta!,2,6.5,57109,7.12,1439
Promare: Galo-hen,1,6.0,27426,6.88,1440
Promare: Lio-hen,1,6.0,27890,7.02,1441
Sekirei: Pure Engagement,1,2.0,237995,7.28,1442
Tasogare Otome x Amnesia,1,7.0,394154,7.82,1443
Umi ga Kikoeru,2,8.0,129345,6.54,1444
Yeon-ae Halujeon,1,5.0,18773,7.18,1445
11eyes,1,5.0,234572,6.06,1446
3D Kanojo: Real Girl,1,7.0,330481,6.85,1447
3D Kanojo: Real Girl 2nd Season,1,8.0,182816,7.67,1448
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",1,10.0,77668,7.71,1449
Amanchu!,1,6.0,91952,7.24,1450
Death Note: Rewrite,1,7.0,201241,7.70,1451
Etsuraku no Tane The Animation,1,6.0,5965,6.06,1452
Fairy Tail OVA,1,9.0,164596,7.46,1453
Fairy Tail OVA (2016),1,9.0,82006,7.22,1454
Fairy Tail x Rave,1,6.0,123560,7.14,1455
Given,2,5.0,547824,8.32,1456
Gokushufudou Part 2,4,7.5,147263,7.54,1457
Gokushufudou Season 2,3,6.667,64830,7.56,1458
Hidan no Aria,1,7.0,370140,6.79,1459
Inyouchuu The Animation,1,6.0,6702,6.28,1460
Isekai Nonbiri Nouka,1,7.0,169842,7.57,1461
Isekai Yakkyoku,1,7.0,190078,7.31,1462
Kaizoku Oujo,1,6.0,188066,7.08,1463
Kamisama ni Natta Hi,1,7.0,252232,6.78,1464
Kaze no Tani no Nausicaä,3,6.0,363657,8.36,1465
Konohakaseki no Natsu,1,6.0,492,6.24,1466
Majo no Takkyuubin,2,7.5,560894,8.22,1467
Mushikago no Cagaster,1,10.0,37708,6.45,1468
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,1,7.0,119243,5.94,1469
Rain Town,1,10.0,25317,7.10,1470
Ryuu to Sobakasu no Hime,1,10.0,151088,7.51,1471
Seitokaichou ni Chuukoku,1,4.0,47924,6.92,1472
Servamp,1,6.0,279359,6.88,1473
Shinmai Renkinjutsushi no Tenpo Keiei,1,9.0,60635,6.61,1474
Suki tte Ii na yo.,1,5.0,640020,7.41,1475
Tsumiki no Ie,2,9.0,94907,8.01,1476
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?,1,7.0,44606,6.05,1477
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",1,8.0,171006,6.94,1478
Phantom: Requiem for the Phantom,2,5.5,329025,7.94,1479
100-man no Inochi no Ue ni Ore wa Tatteiru,1,6.0,279088,6.51,1480
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,1,6.0,153563,6.80,1481
Coquelicot-zaka kara,1,7.0,195001,7.79,1482
Deatte 5-byou de Battle,1,6.0,189430,6.76,1483
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",1,7.0,189827,7.73,1484
FLCL Progressive,1,2.0,130118,6.36,1485
Gekkan Shoujo Nozaki-kun,1,2.0,907394,7.83,1486
Heya Camp△,1,9.0,94048,7.33,1487
Hyouka: Motsubeki Mono wa,1,2.0,185027,7.35,1488
Imouto sae Ireba Ii.,1,6.0,330857,7.27,1489
Isekai Shokudou,1,6.0,243809,7.39,1490
Mimi wo Sumaseba,1,9.0,347204,8.22,1491
Mushishi Zoku Shou,2,7.5,292059,8.69,1492
Nanbaka 2,1,6.0,129633,7.49,1493
New Game!,1,5.0,423361,7.56,1494
New Game!!,1,5.0,252867,7.70,1495
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",2,4.5,400193,7.15,1496
Saenai Heroine no Sodatekata,1,5.0,644737,7.48,1497
Saiki Kusuo no Ψ-nan (ONA),1,7.0,41405,7.13,1498
Seirei Gensouki,1,3.0,342138,7.06,1499
"Sentouin, Hakenshimasu!",2,6.0,358446,7.16,1500
Shikioriori,1,2.0,175688,7.12,1501
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,1,7.0,124246,7.87,1502
Tenkuu no Shiro Laputa,2,6.0,469704,8.26,1503
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,1,4.0,172948,7.25,1504
Trinity Seven Movie 2: Heavens Library to Crimson Lord,1,2.0,107821,7.34,1505
Tsuki ga Kirei,1,7.0,528075,8.06,1506
Yuru Camp△,1,9.0,469678,8.27,1507
Yuru Camp△ Movie,1,10.0,69962,8.45,1508
Yuru Camp△ Season 2,1,9.0,211135,8.53,1509
Yuru Camp△ Season 2 Specials,1,9.0,19538,7.46,1510
Yuru Camp△ Specials,1,7.0,53483,7.56,1511
Gunslinger Girl,1,6.0,186922,7.39,1512
Mushishi,2,7.0,805452,8.66,1513
"Tantei wa Mou, Shindeiru.",2,4.0,354476,6.38,1514
Sakusei Byoutou The Animation,1,4.0,8668,7.04,1515
Aikagi The Animation,1,5.0,12111,7.17,1516
Ane wa Yanmama Junyuu-chuu,1,5.0,26564,7.75,1517
Araiya-san!: Ore to Aitsu ga Onnayu de!?,1,4.0,46272,6.59,1518
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,1,5.0,19587,7.21,1519
Baku Ane: Otouto Shibocchau zo! The Animation,1,6.0,38012,7.38,1520
Dropout,1,5.0,34838,6.83,1521
Futa-bu!,1,6.0,28754,7.14,1522
Futa-bu!!,1,6.0,20453,7.22,1523
Hinagiku Virgin Lost Club e Youkoso,1,4.0,8962,6.84,1524
Ijirare: Fukushuu Saimin,1,6.0,16989,7.40,1525
Isekai Harem Monogatari,1,6.0,22175,7.47,1526
Itadaki! Seieki♥,1,7.0,66653,7.40,1527
Kohakuiro no Hunter The Animation,1,3.0,5982,6.27,1528
Kutsujoku,1,5.0,8450,6.82,1529
Kutsujoku 2 The Animation,1,4.0,5130,6.28,1530
Otokonoko Ojousama,1,4.0,4411,6.08,1531
Residence,1,3.0,10246,6.80,1532
Shinsei: Futanari Idol - Dekatama-kei!,1,6.0,9231,6.57,1533
Tropical Kiss,1,6.0,26274,7.08,1534
TSF Monogatari,1,4.0,17927,6.59,1535
Akiba's Trip The Animation,1,5.0,147198,6.49,1536
Aku no Hana,2,4.5,218527,7.14,1537
Another: The Other - Inga,2,5.5,187310,7.26,1538
Blood Lad,1,6.0,675267,7.25,1539
Blood Lad: Wagahai wa Neko de wa Nai,1,4.0,111439,7.11,1540
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,1,5.0,44238,6.35,1541
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,1,6.0,261540,8.11,1542
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",2,6.0,190651,7.14,1543
Ga-Rei: Zero,2,7.0,235214,7.58,1544
Gakkougurashi!,1,6.0,442131,7.62,1545
Higurashi no Naku Koro ni,2,8.0,789356,7.89,1546
Higurashi no Naku Koro ni Kai,2,8.0,470897,8.18,1547
Higurashi no Naku Koro ni Kira,1,5.0,85995,6.54,1548
Higurashi no Naku Koro ni Rei,1,7.0,191514,7.41,1549
Lucky☆Star: Original na Visual to Animation,1,8.0,130857,7.80,1550
Neon Genesis Evangelion: Death & Rebirth,2,5.5,255917,7.47,1551
Odd Taxi Movie: In the Woods,1,6.0,41123,6.22,1552
Sakamoto desu ga? Sakamoto deshita?,1,5.0,85162,6.81,1553
Shigatsu wa Kimi no Uso: Moments,1,6.0,108010,7.69,1554
Shiki,3,7.333,587651,7.73,1555
Blood+,1,5.0,370738,7.62,1556
Seitokai Yakuindomo*,1,4.0,250038,7.69,1557
Umineko no Naku Koro ni,1,4.0,216726,7.05,1558
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),1,7.0,90645,7.73,1559
2.43: Seiin Koukou Danshi Volley-bu,1,5.0,109370,6.14,1560
Ahiru no Sora,1,8.0,193390,7.27,1561
Days (TV),1,7.0,141227,7.16,1562
Days: Touin Gakuen-sen!,1,7.0,23476,7.44,1563
Fullmetal Alchemist: Brotherhood Specials,1,8.0,155891,8.00,1564
High Card,1,6.0,91874,7.15,1565
Piano no Mori (TV),1,6.0,123655,7.31,1566
Piano no Mori (TV) 2nd Season,1,6.0,49546,7.43,1567
Pokemon Diamond & Pearl,1,6.0,143243,7.27,1568
Pokemon XY&Z,1,7.0,137653,7.73,1569
Re-Main,1,7.0,127059,7.21,1570
Shakunetsu Kabaddi,1,6.0,98530,7.03,1571
Yuukoku no Moriarty OVA,2,6.5,35545,7.77,1572
Initial D First Stage,2,7.5,363049,8.33,1573
Abenobashi Mahou☆Shoutengai,1,5.0,88400,7.23,1574
AIKa,1,6.0,34362,5.93,1575
AIKa: Special Trial,1,6.0,7822,5.62,1576
Amon: Devilman Mokushiroku,1,7.0,22397,6.49,1577
Andersen Douwa: Ningyohime,1,3.0,5700,6.88,1578
Angel Cop,1,3.0,20472,5.97,1579
Ao no 6-gou,1,6.0,55930,7.00,1580
Aoki Hagane no Arpeggio: Ars Nova,1,6.0,148379,7.35,1581
Arakawa Under the Bridge,2,7.5,348539,7.56,1582
Aria the Animation,1,7.0,159429,7.68,1583
Baka to Test to Shoukanjuu,1,6.0,626080,7.52,1584
Basilisk: Kouga Ninpou Chou,1,7.0,184289,7.54,1585
Bayonetta: Bloody Fate,1,5.0,50839,6.63,1586
Bikini Warriors,1,7.0,89038,5.11,1587
Binbougami ga!,1,8.0,228367,7.67,1588
Bio Hunter,1,6.0,14359,5.92,1589
Bishoujo Senshi Sailor Moon,2,7.0,371949,7.73,1590
Bishoujo Senshi Sailor Moon R,2,6.0,154741,7.72,1591
Bishoujo Senshi Sailor Moon S,2,6.5,143495,7.89,1592
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,1,5.0,25406,7.32,1593
Black Jack the Movie,1,8.0,13061,7.33,1594
Blade Runner: Black Out 2022,1,7.0,36301,6.91,1595
Blood-C,1,8.0,359223,6.53,1596
Blood: The Last Vampire,1,6.0,108879,6.88,1597
Boku no Hero Academia: Hero Note,1,4.0,181739,7.28,1598
Bokusatsu Tenshi Dokuro-chan,2,6.5,196691,6.54,1599
Bokusatsu Tenshi Dokuro-chan 2,2,5.5,106864,6.64,1600
Chirin no Suzu,1,8.0,13072,7.10,1601
Choujin Densetsu Urotsukidouji Movie,1,3.0,6069,6.11,1602
Cossette no Shouzou,1,4.0,70749,6.79,1603
"Dakara Boku wa, H ga Dekinai.",1,4.0,411566,6.55,1604
Dance in the Vampire Bund,1,3.0,225638,6.99,1605
Dark Cat,1,1.0,5040,3.23,1606
Date A Live IV,1,5.0,235087,7.78,1607
Deimos no Hanayome: Ran no Kumikyoku,1,6.0,5928,5.66,1608
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,1,7.0,3454,5.30,1609
Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,1,6.0,7569,5.17,1610
Devilman: Tanjou-hen,2,8.0,30003,7.17,1611
Devilman: Yochou Sirene-hen,2,8.5,22316,7.03,1612
Dirty Pair,1,7.0,31120,7.21,1613
Dirty Pair: Lovely Angels yori Ai wo Komete,1,7.0,5647,7.04,1614
Dorohedoro: Ma no Omake,1,8.0,51911,7.10,1615
Dragon Ball Movie 2: Majinjou no Nemurihime,1,5.0,63199,6.73,1616
Dragon Ball Movie 3: Makafushigi Daibouken,1,3.0,56466,6.82,1617
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,1,4.0,111083,6.58,1618
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,1,4.0,133675,6.69,1619
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,1,5.0,117230,6.54,1620
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,1,6.0,145347,7.06,1621
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1,6.0,125191,6.79,1622
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1,6.0,120781,6.83,1623
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",1,7.0,158515,7.31,1624
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1,4.0,118596,7.11,1625
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,1,4.0,129682,6.77,1626
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1,3.0,120981,5.78,1627
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,1,5.0,148405,7.59,1628
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1,7.0,128544,7.35,1629
Dragon Ball Z Movie 14: Kami to Kami,1,5.0,214749,7.40,1630
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,1,7.0,102248,7.56,1631
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1,7.0,107680,7.77,1632
Eden (ONA),1,6.0,17879,6.38,1633
Fatal Fury 2: The New Battle,1,4.0,9559,6.69,1634
Fatal Fury: The Motion Picture,1,5.0,13460,6.56,1635
Final Fantasy,1,5.0,15259,6.11,1636
Final Fantasy VII: Advent Children,1,3.0,210905,7.72,1637
Final Fantasy: The Spirits Within,1,6.0,70472,6.31,1638
Full Metal Panic! Invisible Victory Intermission,1,7.0,6470,6.34,1639
Gakkyuu Ou Yamazaki,1,4.0,1241,6.19,1640
Galaxy Angel Z,1,7.0,10371,7.19,1641
Gankutsuou,1,8.0,244006,8.13,1642
Gosick,1,4.0,536042,8.05,1643
GS Mikami,1,7.0,13559,7.26,1644
Guraburu!,1,2.0,13951,5.77,1645
Hajime no Ippo: Boxer no Kobushi,1,7.0,53187,8.09,1646
Hanappe Bazooka,1,6.0,3792,5.32,1647
Heppoko Jikken Animation Excel♥Saga,2,7.5,107698,7.49,1648
Higashi no Eden,1,8.0,555392,7.75,1649
Hokuto no Ken Movie,1,7.0,21011,7.22,1650
"Ima, Soko ni Iru Boku",2,7.5,141353,7.61,1651
Inferno Cop,1,6.0,101297,7.23,1652
Iria: Zeiram The Animation,1,5.0,25411,7.08,1653
Iron Virgin Jun,1,4.0,2901,4.52,1654
Jin-Rou,1,10.0,172849,7.78,1655
Kakugo no Susume,1,6.0,11388,4.77,1656
Kara no Kyoukai: Manner Movies,1,6.0,12687,6.41,1657
Kaze no Na wa Amnesia,1,6.0,19306,6.31,1658
Kenzen Robo Daimidaler,1,7.0,69211,6.13,1659
Kidou Keisatsu Patlabor the Movie,1,8.0,45604,7.55,1660
Kinnikuman,1,6.0,12080,7.32,1661
Knights of the Zodiac: Saint Seiya,1,2.0,18104,5.15,1662
Koe de Oshigoto! The Animation,1,3.0,90713,6.88,1663
Kore wa Zombie desu ka?,1,7.0,616833,7.34,1664
Kore wa Zombie desu ka? of the Dead,1,7.0,373930,7.49,1665
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",1,7.0,104686,7.43,1666
Kore wa Zombie desu ka? OVA,1,7.0,131030,7.37,1667
Kotarou wa Hitorigurashi,1,7.0,139422,8.21,1668
Koukaku Kidoutai: Stand Alone Complex,2,7.5,389135,8.42,1669
Kubikiri Cycle: Aoiro Savant to Zaregotozukai,1,7.0,102662,7.76,1670
Kurozuka,1,7.0,95645,6.87,1671
Kuuchuu Buranko,1,8.0,91695,7.92,1672
Kyoufu no Bio Ningen Saishuu Kyoushi,1,7.0,4206,5.47,1673
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,2,5.0,37592,7.09,1674
Kyuuketsuki Sugu Shinu,1,6.0,85751,7.26,1675
Let's Nupu Nupu,1,7.0,7485,6.20,1676
Lupin III: Cagliostro no Shiro,1,9.0,112941,8.15,1677
Lupin the Third: Mine Fujiko to Iu Onna,1,8.0,62027,7.77,1678
Macross,2,6.5,106765,7.90,1679
Macross: Do You Remember Love?,1,8.0,46609,7.94,1680
Mad★Bull 34,1,4.0,11431,6.31,1681
Makai Tenshou,1,7.0,7057,5.21,1682
Makai Toshi Shinjuku,1,7.0,23360,6.16,1683
Manie-Manie: Meikyuu Monogatari,1,10.0,32737,7.06,1684
"Maou-sama, Retry!",1,5.0,236641,6.55,1685
Maria†Holic,1,7.0,174770,7.01,1686
Maria†Holic Alive,1,5.0,65175,6.95,1687
Mawaru Penguindrum,1,8.0,295155,7.94,1688
Meikyuu Black Company,1,6.0,208879,7.25,1689
Midnight Eye: Gokuu,1,6.0,12233,6.44,1690
Mononoke,2,5.0,315851,8.43,1691
Murder Princess,2,4.0,57071,6.98,1692
Nanako Kaitai Shinsho,1,3.0,11298,5.49,1693
Noragami OVA,1,6.0,320253,7.72,1694
Outlanders,1,5.0,8362,5.85,1695
Pikotarou no Lullaby Lullaby,1,2.0,2041,5.21,1696
Pikotarou no Lullaby Lullaby (TV),1,2.0,5535,5.57,1697
Planetes,2,6.5,247338,8.26,1698
Rainbow: Nisha Rokubou no Shichinin,2,6.0,385976,8.48,1699
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,1,6.0,21729,7.23,1700
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,1,5.0,20959,7.41,1701
Robot Carnival,1,10.0,25036,7.24,1702
Roujin Z,1,8.0,36823,7.05,1703
Saint Seiya,1,8.0,183517,7.75,1704
Saint Seiya: Jashin Eris,1,6.0,19052,6.79,1705
Saint Seiya: Kamigami no Atsuki Tatakai,1,5.0,17272,6.86,1706
Saint Seiya: Meiou Hades Elysion-hen,1,4.0,40448,7.57,1707
